,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,,,,,,,,
736,0,3,female,48,1,3,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
738,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
739,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
743,0,3,male,24,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
744,1,3,male,31,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
746,0,3,male,16,1,1,20.25,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
749,0,3,male,31,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
751,1,3,male,6,0,1,12.475,S,Third,child,FALSE,E,Southampton,yes,FALSE,,,,,,,,
752,0,3,male,33,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
753,0,3,male,23,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
756,0,3,male,28,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
758,0,3,male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
760,0,3,male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
761,0,3,male,41,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
762,1,3,male,20,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,yes,TRUE,,,,,,,,
764,0,3,male,16,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
768,0,3,male,,1,0,24.15,Q,Third,man,TRUE,,Queenstown,no,FALSE,,,,,,,,
769,0,3,male,32,0,0,8.3625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
770,0,3,male,24,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
771,0,3,male,48,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
773,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
775,0,3,male,18,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
776,0,3,male,,0,0,7.75,Q,Third,man,TRUE,F,Queenstown,no,TRUE,,,,,,,,
777,1,3,female,5,0,0,12.475,S,Third,child,FALSE,,Southampton,yes,TRUE,,,,,,,,
778,0,3,male,,0,0,7.7375,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
780,1,3,female,13,0,0,7.2292,C,Third,child,FALSE,,Cherbourg,yes,TRUE,,,,,,,,
783,0,3,male,,1,2,23.45,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
784,0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
785,0,3,male,25,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
786,1,3,female,18,0,0,7.4958,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
787,0,3,male,8,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE,,,,,,,,
788,1,3,male,1,1,2,20.575,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
790,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
792,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
794,0,3,male,25,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
797,1,3,female,31,0,0,8.6833,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
798,0,3,male,30,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
799,0,3,female,30,1,1,24.15,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
803,1,3,male,0.42,0,1,8.5167,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
804,1,3,male,27,0,0,6.975,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
805,0,3,male,31,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
807,0,3,female,18,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
810,0,3,male,26,0,0,7.8875,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
811,0,3,male,39,0,0,24.15,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
813,0,3,female,6,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
814,0,3,male,30.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
816,0,3,female,23,0,0,7.925,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
818,0,3,male,43,0,0,6.45,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
819,0,3,male,10,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
821,1,3,male,27,0,0,8.6625,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
823,1,3,female,27,0,1,12.475,S,Third,woman,FALSE,E,Southampton,yes,FALSE,,,,,,,,
824,0,3,male,2,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
825,0,3,male,,0,0,6.95,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
826,0,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
828,1,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE,,,,,,,,
830,1,3,female,15,1,0,14.4542,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
832,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
833,0,3,male,23,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
834,0,3,male,18,0,0,8.3,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
836,0,3,male,21,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
837,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
838,1,3,male,32,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
840,0,3,male,20,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
843,0,3,male,34.5,0,0,6.4375,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
844,0,3,male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
845,0,3,male,42,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
846,0,3,male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
847,0,3,male,35,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
850,0,3,male,4,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
851,0,3,male,74,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
852,0,3,female,9,1,1,15.2458,C,Third,child,FALSE,,Cherbourg,no,FALSE,,,,,,,,
855,1,3,female,18,0,1,9.35,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
858,1,3,female,24,0,3,19.2583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
859,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
860,0,3,male,41,2,0,14.1083,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
863,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
868,0,3,male,,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
869,1,3,male,4,1,1,11.1333,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
870,0,3,male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
873,0,3,male,47,0,0,9,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
875,1,3,female,15,0,0,7.225,C,Third,child,FALSE,,Cherbourg,yes,TRUE,,,,,,,,
876,0,3,male,20,0,0,9.8458,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
877,0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
878,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
881,0,3,male,33,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
882,0,3,female,22,0,0,10.5167,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
884,0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
885,0,3,female,39,0,5,29.125,Q,Third,woman,FALSE,,Queenstown,no,FALSE,,,,,,,,
888,0,3,female,,1,2,23.45,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
890,0,3,male,32,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
